conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1888389788635680885,Sun Feb 09 00:49:44 +0000 2025,5,sebenernya gak ada yang expect dia bakal humble justru pendukung 02 waktu itu pilih dia karna backgroundnya udah kaya gak bakal korupsi. makan siang gratis aja nanti pake duit pribadinya ini real. kadang suka sakit kepala kalo ngomong sama orang sini.,1888389788635680885,,,in,,1,0,3,https://x.com/sirenssonar/status/1888389788635680885,1791649484465938432,sirenssonar
1888386518190063991,Sun Feb 09 00:36:45 +0000 2025,0,ya Allah sedih banget. demi makan siang gratis semua kena imbasnya. please don't give us makan siang gratis. jujur aja sebetulnya pemerintah juga belum siap buat program ini kan? coba dilihat dulu mana yang paling penting? pendidikan kesehatan lapangan pekerjaan atau MBG?,1888386518190063991,,,in,H2H and æspa.,0,0,0,https://x.com/katarinaluub/status/1888386518190063991,1528582522447155200,katarinaluub
1888049749368127852,Sun Feb 09 00:34:15 +0000 2025,0,@txtdaritng Semua atas nama program makan siang gratis,1888385888646041646,,txtdaritng,in,,0,0,0,https://x.com/Mormon122/status/1888385888646041646,1562063937956642816,Mormon122
1888385600451174532,Sun Feb 09 00:33:06 +0000 2025,0,Opo iki? Piring program makan siang gratis tah cak? ,1888385600451174532,,,in,East java ,0,1,0,https://x.com/Rendy_Duck/status/1888385600451174532,422522883,Rendy_Duck
1888181909202845818,Sun Feb 09 00:29:27 +0000 2025,0,@satriohendri Lebih baik dimanfaatkan untuk hotel resort dengan wahana wisatanya plus ada casinonya ( kayak Malaysia Dubai Macao) pasti untung besar. Soalnya banyak mengundang orang2 kaya dunia untuk menghamburkan uangnya. Juga menyerap tenaga kerja. Sttt..bisa untuk makan siang gratis,1888384683643400366,,satriohendri,in,,0,0,0,https://x.com/lucihappy11/status/1888384683643400366,1134301327972978690,lucihappy11
1888384643441041492,Sun Feb 09 00:29:18 +0000 2025,0,Ya Allah drpd makan siang gratis mending perhatiin lingkungan dan keadaan warga desa yg ky gini. hrsnya fokus ke desa2 yg transportasi pendidikan dan pangannya kekurangan. @Gerindra,1888384643441041492,,,in,,0,0,0,https://x.com/sinyedelin/status/1888384643441041492,1482521169303842828,sinyedelin
1888270449194545548,Sun Feb 09 00:27:38 +0000 2025,0,@garpusome44 Ngomongin pelaksanaan program makan siang gratis yang tidak efisien dan membebani anggaran negara,1888384227198247281,,garpusome44,in,,0,1,0,https://x.com/odebukanpuisi/status/1888384227198247281,1372581766137933824,odebukanpuisi
1888286722196222168,Sun Feb 09 00:13:25 +0000 2025,0,@jogjamfs sok wae urusen urusanmu tpi ojo ng jogja!,1888380647527567419,,jogjamfs,in,earth-04,0,0,0,https://x.com/arch4ngel11/status/1888380647527567419,1714175110385733632,arch4ngel11
1888214532184740183,Sun Feb 09 00:08:26 +0000 2025,0,@DaengWahidin2 Nasi sudah jdi bubur salah kita sndiri knapa pilih makan siang gratis,1888379394596728865,,DaengWahidin2,in,,0,0,0,https://x.com/chemonk22190258/status/1888379394596728865,1758829850499174400,chemonk22190258
1888049749368127852,Sun Feb 09 00:02:04 +0000 2025,0,@txtdaritng Gini amat demi makan siang gratis wkekek,1888377790116098480,,txtdaritng,in,"Palu, Sulawesi Tengah",0,0,0,https://x.com/RendyAsharry/status/1888377790116098480,1450857596,RendyAsharry
1888049749368127852,Sat Feb 08 23:58:50 +0000 2025,0,@txtdaritng lakukan efisiensi dengan benar-tepat guna dan hapus program2 yang dianggap tak bermanfaat yang menyedot anggaran terlalu besar seperti makan siang gratis. Tidak usah malu,1888376978732183674,,txtdaritng,in,Jakarta,0,0,0,https://x.com/dimarcotop/status/1888376978732183674,1781618112259076096,dimarcotop
1888317348513464326,Sat Feb 08 20:01:53 +0000 2025,22,Ini negara lagi effort banget sampe pake isu ginian. Nutupin apasi? Makan siang gratis ? Efisiensi ? Potongan Tukin Dosen ? IKN ditutup ? Polisi carmuk ? Adili Jokowi ? Fufufafa ? Pegawai Honorer ? Pagar laut ?,1888317348513464326,,,in,"Sleman, Indonesia",2,1,3,https://x.com/imanghoes/status/1888317348513464326,1743729482190745600,imanghoes
1888316214168228243,Sat Feb 08 19:57:23 +0000 2025,3,Fokus sama isu yang lebih penting aja Pagar laut makan siang gratis efisiensi demo dosen demo siswa Tukin Dosen fufufafa adili Jokowi . Jadikan setiap ketikanmu berharga ga sia sia ngurusin selebritas yang tidur dalam keadaan kenyang di kamar mewah full AC,1888316214168228243,,,in,"Sleman, Indonesia",0,0,0,https://x.com/imanghoes/status/1888316214168228243,1743729482190745600,imanghoes
1888313086186332170,Sat Feb 08 19:57:04 +0000 2025,0,Makan siang gratis udahlah gausa aja. Minta maap aja itu gabisa jalan belajar dari IKN. Memang bener itu janji tapi gapapa kalau realistisnya gabisa di wujudin. Biar uangnya buat yg lain.,1888316134006591731,,ScatzPro,in,Indonesia,0,0,0,https://x.com/ScatzPro/status/1888316134006591731,364199952,ScatzPro
1888316033930535064,Sat Feb 08 19:56:40 +0000 2025,2,ya kan lo pada yg milih makan siang gratis,1888316033930535064,,,in,mole ft personal acc.,0,0,0,https://x.com/seedikit/status/1888316033930535064,1378548800202043397,seedikit
1888049749368127852,Sat Feb 08 19:46:00 +0000 2025,0,@txtdaritng demi makan siang gratis itu katanya yah?,1888313348493860964,,txtdaritng,in,North Korea,0,0,0,https://x.com/ghinalnw_/status/1888313348493860964,921900122023247874,ghinalnw_
1888049749368127852,Sat Feb 08 19:40:44 +0000 2025,0,@txtdaritng Program makan siang gratis ini program tai..,1888312025182548240,,txtdaritng,in,di belakang kulkas,0,0,0,https://x.com/faiz_fauz/status/1888312025182548240,2984384018,faiz_fauz
1888309029560336557,Sat Feb 08 19:28:50 +0000 2025,2,gusy emang iya makan siang gratis tuh pake uang pribadi wowok? soalny lagi ngobrol sama temen trs dia bilang gini tmen: pak prbw tuh sbenerny baik banget tau arva: emg knp? tmen: soalnya program makan siang gratis tuh pake uang pribadi dia arva: oo mng iya? tmen: iya ,1888309029560336557,,,in,,0,7,0,https://x.com/ilhamgyat/status/1888309029560336557,1686830278717865985,ilhamgyat
1887154633136910347,Sat Feb 08 19:24:11 +0000 2025,0,@alungzii @zarKid1 @its_true017 @unmagnetism wkwkwk udah bang gausah diladenin. emang mentok otaknya ky fufufafa hahaha perlu makan siang gratis,1888307858430984595,,alungzii,in,,0,1,0,https://x.com/BintangPurnomo8/status/1888307858430984595,1489603381760983041,BintangPurnomo8
1888237526588248423,Sat Feb 08 19:21:55 +0000 2025,0,@kegblgnunfaedh Duit makan siang gratis enak?,1888307288437666161,,kegblgnunfaedh,in,"Stockholm, Sweden",0,0,0,https://x.com/micicomo/status/1888307288437666161,1822825200829992960,micicomo
1888307120363446713,Sat Feb 08 19:21:15 +0000 2025,0,I tell u something Indonesia main di piala dunia adalah entertainment rakyat kecil kalau itu gagal program makan siang gratis tidak akan berjalan lancar.,1888307120363446713,,,in,"DKI Jakarta, Indonesia",0,0,0,https://x.com/loseyourself214/status/1888307120363446713,2351699503,loseyourself214
1888305281358348665,Sat Feb 08 19:13:56 +0000 2025,2,Artinya Tidak Ada Makan Siang Gratis .. https://t.co/hpQ5OYZiBg,1888305281358348665,https://pbs.twimg.com/media/GjSbpV7akAADa1O.jpg,,in,,0,0,0,https://x.com/Cristoper1982/status/1888305281358348665,1454100235173523459,Cristoper1982
1887702001938813219,Sat Feb 08 19:13:43 +0000 2025,0,@Navigo78B @jokoanwar Ini influencer2 yg dibayar ga ada makan siang gratis bos.... Mereka ngendorse....,1888305226522013773,,Navigo78B,in,,0,1,0,https://x.com/patradivo/status/1888305226522013773,1838179254443692033,patradivo
1888250343789850713,Sat Feb 08 19:01:41 +0000 2025,6,@merapi_uncover Dana ne dipangkas nggo Makan Siang Gratis DPU lagi puyeng ra sempat menggalihke DPU Kab lempar ke Prop ngerti dewe to jawaban template ne ko ngopo heuheu tenan seng ati2 yo Lurs ,1888302199006220346,,merapi_uncover,in,Yogyakarta,0,1,2,https://x.com/nagabhumi/status/1888302199006220346,2221742874,nagabhumi
1887354120056471642,Sat Feb 08 18:39:22 +0000 2025,0,@geloraco Maaf Gebran cuma Bertugas bagi² Susu dan awasi Makan siang Gratis di TK SD SMP dan SMA.. kalau ke Universitas dia ogah.. takut gak bisa jawab Pertanyaan² tajam dari Mahasiswa..!!,1888296582287925441,,geloraco,in,Indonesia,0,0,0,https://x.com/AJegrik74528/status/1888296582287925441,1671860551578955776,AJegrik74528
1887883048794157178,Sat Feb 08 18:36:07 +0000 2025,0,@conelatte @XlaluWin 7k? mending gabung makan siang gratis bareng anak sekolahan gak sih,1888295763731767618,,conelatte,in,madiun-pekalongan,0,1,0,https://x.com/M_Qimm/status/1888295763731767618,1302247648414498822,M_Qimm
1888176431798395320,Sat Feb 08 18:33:00 +0000 2025,0,@sexpoemz @alcholcx biaya buat makan siang gratis,1888294977308086693,,sexpoemz,in,,0,0,0,https://x.com/FahmiKTJ/status/1888294977308086693,1430881039,FahmiKTJ
1888294645874221427,Sat Feb 08 18:31:41 +0000 2025,0,ini semua uangnya buat makan siang gratis,1888294645874221427,,,in,"Saint Denis, Lemoyne, USA",0,0,0,https://x.com/InstallingHSR/status/1888294645874221427,1361718864,InstallingHSR
1888026349023150378,Sat Feb 08 18:31:21 +0000 2025,0,@CNNIndonesia Lama-lama sangking fokusnya dia sama program makan siang gratis kureng bergizi itu bisa bikin proker lain kelupaan wakakak kocag bgt pasti.,1888294563997245632,,CNNIndonesia,in,,0,0,0,https://x.com/2ndbebytokyo/status/1888294563997245632,1520123032445997061,2ndbebytokyo
